id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Tex-N|CD4+ Tex-N	CD4+ Tex-N|CD4+ Tex-Y	CD4+ Tex-N|GZMK+ CD8+ Tem1-N	CD4+ Tex-N|GZMK+ CD8+ Tem1-Y	CD4+ Tex-N|S100A12+ Mac-N	CD4+ Tex-N|S100A12+ Mac-Y	CD4+ Tex-N|Treg-N	CD4+ Tex-N|Treg-Y	CD4+ Tex-Y|CD4+ Tex-N	CD4+ Tex-Y|CD4+ Tex-Y	CD4+ Tex-Y|GZMK+ CD8+ Tem1-N	CD4+ Tex-Y|GZMK+ CD8+ Tem1-Y	CD4+ Tex-Y|S100A12+ Mac-N	CD4+ Tex-Y|S100A12+ Mac-Y	CD4+ Tex-Y|Treg-N	CD4+ Tex-Y|Treg-Y	GZMK+ CD8+ Tem1-N|CD4+ Tex-N	GZMK+ CD8+ Tem1-N|CD4+ Tex-Y	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-N|S100A12+ Mac-N	GZMK+ CD8+ Tem1-N|S100A12+ Mac-Y	GZMK+ CD8+ Tem1-N|Treg-N	GZMK+ CD8+ Tem1-N|Treg-Y	GZMK+ CD8+ Tem1-Y|CD4+ Tex-N	GZMK+ CD8+ Tem1-Y|CD4+ Tex-Y	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-Y|S100A12+ Mac-N	GZMK+ CD8+ Tem1-Y|S100A12+ Mac-Y	GZMK+ CD8+ Tem1-Y|Treg-N	GZMK+ CD8+ Tem1-Y|Treg-Y	S100A12+ Mac-N|CD4+ Tex-N	S100A12+ Mac-N|CD4+ Tex-Y	S100A12+ Mac-N|GZMK+ CD8+ Tem1-N	S100A12+ Mac-N|GZMK+ CD8+ Tem1-Y	S100A12+ Mac-N|S100A12+ Mac-N	S100A12+ Mac-N|S100A12+ Mac-Y	S100A12+ Mac-N|Treg-N	S100A12+ Mac-N|Treg-Y	S100A12+ Mac-Y|CD4+ Tex-N	S100A12+ Mac-Y|CD4+ Tex-Y	S100A12+ Mac-Y|GZMK+ CD8+ Tem1-N	S100A12+ Mac-Y|GZMK+ CD8+ Tem1-Y	S100A12+ Mac-Y|S100A12+ Mac-N	S100A12+ Mac-Y|S100A12+ Mac-Y	S100A12+ Mac-Y|Treg-N	S100A12+ Mac-Y|Treg-Y	Treg-N|CD4+ Tex-N	Treg-N|CD4+ Tex-Y	Treg-N|GZMK+ CD8+ Tem1-N	Treg-N|GZMK+ CD8+ Tem1-Y	Treg-N|S100A12+ Mac-N	Treg-N|S100A12+ Mac-Y	Treg-N|Treg-N	Treg-N|Treg-Y	Treg-Y|CD4+ Tex-N	Treg-Y|CD4+ Tex-Y	Treg-Y|GZMK+ CD8+ Tem1-N	Treg-Y|GZMK+ CD8+ Tem1-Y	Treg-Y|S100A12+ Mac-N	Treg-Y|S100A12+ Mac-Y	Treg-Y|Treg-N	Treg-Y|Treg-Y
CPI-SC019DBDA78	VCAM1_aDb2 complex	simple:P19320	complex:aDb2 complex	VCAM1		False	False	False	curated	True	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0E8575642	ICAM3_aDb2 complex	simple:P32942	complex:aDb2 complex	ICAM3		False	False	False	curated	True	0.0	0.0	0.0	0.592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.752	0.0	0.0	0.0	0.0
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	0.005	0.003	0.0	0.003	0.0	0.0	0.0	0.008	0.003	0.001	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.006	0.0	0.006	0.0	0.0	0.0	0.011
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	True	True	False	IMEx,IntAct	False	0.172	0.241	0.088	0.062	0.144	0.117	0.054	0.068	0.172	0.24	0.088	0.061	0.143	0.116	0.053	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.238	0.086	0.06	0.142	0.114	0.052	0.066	0.296	0.365	0.212	0.186	0.268	0.241	0.178	0.192	0.311	0.38	0.227	0.201	0.283	0.256	0.193	0.207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.243	0.091	0.064	0.147	0.119	0.057	0.071
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	6.421	6.489	6.337	6.31	6.392	6.365	6.303	6.317	9.332	9.401	9.248	9.222	9.304	9.277	9.214	9.228	7.056	7.125	6.972	6.946	7.028	7.001	6.938	6.952	10.463	10.532	10.38	10.353	10.435	10.408	10.345	10.359	5.477	5.545	5.393	5.366	5.448	5.421	5.358	5.373	6.657	6.725	6.573	6.546	6.628	6.601	6.538	6.552	7.914	7.982	7.83	7.803	7.885	7.858	7.795	7.81	8.047	8.116	7.963	7.937	8.019	7.992	7.929	7.943
CPI-SS0528A694B	GPR42_FAM3C	simple:O15529	simple:Q92520	GPR42	FAM3C	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.239	0.086	0.06	0.142	0.114	0.052	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.238	0.086	0.059	0.141	0.114	0.051	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.241	0.089	0.062	0.144	0.117	0.054	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.393	0.462	0.31	0.283	0.365	0.338	0.275	0.289	0.443	0.511	0.359	0.332	0.414	0.387	0.324	0.338	0.33	0.398	0.246	0.219	0.301	0.274	0.211	0.225	0.377	0.445	0.293	0.266	0.348	0.321	0.258	0.272	0.74	0.808	0.656	0.629	0.711	0.684	0.621	0.635	0.832	0.901	0.748	0.722	0.804	0.776	0.714	0.728	0.385	0.454	0.302	0.275	0.357	0.33	0.267	0.281	0.357	0.425	0.273	0.247	0.329	0.301	0.239	0.253
CPI-SS02CF96625	KIR2DL3_FAM3C	simple:P43628	simple:Q92520	KIR2DL3	FAM3C	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.239	0.086	0.06	0.142	0.114	0.052	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.239	0.086	0.06	0.142	0.115	0.052	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.239	0.086	0.06	0.142	0.114	0.052	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.238	0.086	0.059	0.141	0.114	0.051	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	PDCD1	FAM3C	True	True	False	InnateDB-All	False	0.735	0.804	0.651	0.625	0.707	0.679	0.617	0.631	1.065	1.133	0.981	0.954	1.037	1.009	0.947	0.961	0.346	0.415	0.262	0.236	0.318	0.291	0.228	0.242	0.491	0.559	0.407	0.38	0.462	0.435	0.372	0.386	0.175	0.244	0.091	0.065	0.147	0.12	0.057	0.071	0.177	0.245	0.093	0.066	0.148	0.121	0.058	0.072	0.198	0.266	0.114	0.087	0.17	0.142	0.08	0.094	0.248	0.317	0.164	0.138	0.22	0.193	0.13	0.144
CPI-SS0AFC7BACF	ADGRG5_FAM3C	simple:Q8IZF4	simple:Q92520	ADGRG5	FAM3C	True	True	False	InnateDB-All	False	0.178	0.246	0.094	0.067	0.149	0.122	0.059	0.073	0.175	0.243	0.091	0.064	0.146	0.119	0.056	0.071	0.186	0.255	0.102	0.076	0.158	0.13	0.068	0.082	0.212	0.28	0.128	0.101	0.183	0.156	0.093	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.243	0.091	0.064	0.147	0.119	0.057	0.071
CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	FFAR2	CCL4L2	True	True	False	IMEx,IntAct	False	1.137	0.337	0.616	0.756	1.193	0.24	0.0	0.014	1.136	0.336	0.615	0.755	1.193	0.239	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.134	0.335	0.614	0.754	1.191	0.237	0.0	0.011	1.261	0.461	0.74	0.88	1.317	0.364	0.0	0.138	1.276	0.476	0.755	0.895	1.332	0.379	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.139	0.339	0.619	0.759	1.196	0.242	0.0	0.016
CPI-SS022AE18AF	GPR42_CCL4L2	simple:O15529	simple:Q8NHW4	GPR42	CCL4L2	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.134	0.335	0.614	0.754	1.191	0.237	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.134	0.334	0.613	0.754	1.191	0.237	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.137	0.337	0.617	0.757	1.194	0.24	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	1.23	0.43	0.709	0.849	1.286	0.332	0.0	0.106	1.26	0.46	0.739	0.879	1.316	0.363	0.0	0.137	1.217	0.417	0.696	0.836	1.273	0.32	0.0	0.094	1.207	0.407	0.686	0.826	1.264	0.31	0.0	0.084	1.217	0.417	0.696	0.836	1.274	0.32	0.0	0.094	1.227	0.427	0.706	0.846	1.284	0.33	0.0	0.104	1.23	0.431	0.71	0.85	1.287	0.333	0.0	0.107	1.229	0.429	0.708	0.848	1.286	0.332	0.0	0.106
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	True	True	False	IMEx,IntAct	False	0.104	0.105	0.019	0.022	0.373	0.167	0.037	0.033	0.103	0.105	0.019	0.021	0.372	0.167	0.036	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.103	0.017	0.019	0.371	0.165	0.035	0.03	0.228	0.229	0.143	0.146	0.497	0.291	0.161	0.157	0.243	0.244	0.158	0.161	0.512	0.306	0.176	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.108	0.022	0.024	0.376	0.17	0.04	0.035
CPI-SS0917CBD53	HLA-C_KIR2DL3	simple:HLAC	simple:P43628	HLA-C	KIR2DL3	False	True	True	curated	False	0.0	6.252	0.0	6.252	0.0	0.0	0.0	0.0	0.0	9.163	0.0	9.163	0.0	0.0	0.0	0.0	0.0	6.887	0.0	6.887	0.0	0.0	0.0	0.0	0.0	10.295	0.0	10.295	0.0	0.0	0.0	0.0	0.0	5.308	0.0	5.308	0.0	0.0	0.0	0.0	0.0	6.488	0.0	6.488	0.0	0.0	0.0	0.0	0.0	7.745	0.0	7.745	0.0	0.0	0.0	0.0	0.0	7.878	0.0	7.878	0.0	0.0	0.0	0.0
CPI-SS0ABD11350	HLA-C_KIR2DL1	simple:HLAC	simple:P43626	HLA-C	KIR2DL1	False	True	True	curated	False	0.0	6.252	0.0	0.0	0.0	6.252	0.0	0.0	0.0	9.163	0.0	0.0	0.0	9.163	0.0	0.0	0.0	6.887	0.0	0.0	0.0	6.887	0.0	0.0	0.0	10.295	0.0	0.0	0.0	10.294	0.0	0.0	0.0	5.308	0.0	0.0	0.0	5.308	0.0	0.0	0.0	6.488	0.0	0.0	0.0	6.487	0.0	0.0	0.0	7.745	0.0	0.0	0.0	7.745	0.0	0.0	0.0	7.878	0.0	0.0	0.0	7.878	0.0	0.0
CPI-SS064281234	LAMP1_VSTM1	simple:P11279	simple:Q6UX27	LAMP1	VSTM1	True	True	True	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.283	0.256	0.0	0.0	0.0	0.0	0.0	0.0	0.332	0.305	0.0	0.0	0.0	0.0	0.0	0.0	0.219	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.239	0.0	0.0	0.0	0.0	0.0	0.0	0.629	0.602	0.0	0.0	0.0	0.0	0.0	0.0	0.721	0.694	0.0	0.0	0.0	0.0	0.0	0.0	0.275	0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.219	0.0	0.0
CPI-SS0D26F639E	KIR2DL3_CXCL9	simple:P43628	simple:Q07325	KIR2DL3	CXCL9	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.008	0.009	0.07	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.008	0.009	0.07	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02246DA17	CXCR3_CXCL9	simple:P49682	simple:Q07325	CXCR3	CXCL9	True	True	False	curated	False	0.0	0.229	0.0	0.229	0.23	0.291	0.0	0.229	0.0	0.355	0.0	0.355	0.356	0.417	0.0	0.356	0.0	0.478	0.0	0.477	0.478	0.539	0.0	0.478	0.0	0.669	0.0	0.668	0.669	0.73	0.0	0.669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.011	0.072	0.0	0.01	0.0	0.264	0.0	0.263	0.264	0.325	0.0	0.264	0.0	0.473	0.0	0.472	0.473	0.534	0.0	0.473
CPI-SS0F52745F3	DPP4_CXCL9	simple:P27487	simple:Q07325	DPP4	CXCL9	True	True	False	curated	False	0.0	0.033	0.0	0.032	0.033	0.094	0.0	0.033	0.0	0.022	0.0	0.022	0.023	0.084	0.0	0.023	0.0	0.055	0.0	0.055	0.056	0.116	0.0	0.055	0.0	0.017	0.0	0.016	0.017	0.078	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.008	0.009	0.07	0.0	0.009	0.0	0.025	0.0	0.025	0.026	0.087	0.0	0.025	0.0	0.027	0.0	0.027	0.028	0.089	0.0	0.027
CPI-SS0C17BB772	FCGR2A_CXCL9	simple:P12318	simple:Q07325	FCGR2A	CXCL9	True	True	False	IMEx,IntAct	False	0.0	0.013	0.0	0.013	0.014	0.075	0.0	0.014	0.0	0.025	0.0	0.024	0.025	0.086	0.0	0.025	0.0	0.011	0.0	0.01	0.011	0.072	0.0	0.011	0.0	0.023	0.0	0.023	0.024	0.085	0.0	0.023	0.0	0.951	0.0	0.95	0.951	1.012	0.0	0.951	0.0	1.278	0.0	1.277	1.278	1.339	0.0	1.278	0.0	0.019	0.0	0.019	0.02	0.081	0.0	0.02	0.0	0.019	0.0	0.019	0.019	0.08	0.0	0.019
CPI-SS016EE0084	PDCD1_CD274	simple:Q15116	simple:Q9NZQ7	PDCD1	CD274	False	True	True	curated	False	0.607	0.593	0.0	0.573	0.578	0.587	0.6	0.568	0.936	0.923	0.0	0.903	0.908	0.917	0.93	0.898	0.218	0.205	0.0	0.185	0.19	0.198	0.211	0.18	0.362	0.349	0.0	0.329	0.334	0.342	0.355	0.324	0.047	0.033	0.0	0.014	0.019	0.027	0.04	0.008	0.048	0.035	0.0	0.015	0.02	0.028	0.041	0.01	0.069	0.056	0.0	0.036	0.041	0.05	0.062	0.031	0.12	0.107	0.0	0.087	0.092	0.1	0.113	0.082
CPI-SS08F13AD5C	CD80_CD274	simple:P33681	simple:Q9NZQ7	CD80	CD274	False	True	True	curated	False	0.049	0.036	0.0	0.016	0.021	0.029	0.042	0.011	0.046	0.033	0.0	0.013	0.018	0.026	0.039	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.031	0.0	0.011	0.016	0.024	0.037	0.006	0.05	0.037	0.0	0.017	0.022	0.03	0.043	0.012	0.057	0.044	0.0	0.024	0.029	0.037	0.05	0.019	0.064	0.05	0.0	0.031	0.036	0.044	0.057	0.025	0.063	0.049	0.0	0.03	0.035	0.043	0.056	0.024
CPI-SS0F5B6B186	PDCD1_PDCD1LG2	simple:Q15116	simple:Q9BQ51	PDCD1	PDCD1LG2	True	True	True	curated	False	0.585	0.578	0.0	0.567	0.572	0.568	0.571	0.571	0.915	0.908	0.0	0.897	0.902	0.898	0.901	0.901	0.196	0.19	0.0	0.178	0.183	0.179	0.182	0.182	0.34	0.334	0.0	0.323	0.328	0.324	0.327	0.327	0.025	0.019	0.0	0.007	0.012	0.008	0.011	0.011	0.026	0.02	0.0	0.009	0.014	0.009	0.013	0.013	0.048	0.041	0.0	0.03	0.035	0.031	0.034	0.034	0.098	0.092	0.0	0.08	0.085	0.081	0.084	0.084
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.041	0.0	0.0	0.0	0.037	0.036	0.0	0.0	0.034	0.0	0.0	0.0	0.03	0.029	0.0	0.0	0.017	0.0	0.0	0.0	0.012	0.012	0.0	0.0	0.019	0.0	0.0	0.0	0.015	0.014	0.0	0.0	0.066	0.0	0.0	0.0	0.062	0.061	0.0	0.0	0.09	0.0	0.0	0.0	0.086	0.085	0.0	0.0	0.057	0.0	0.0	0.0	0.053	0.052	0.0	0.0	0.038	0.0	0.0	0.0	0.034	0.033	0.0	0.0
CPI-CS0FFBA02F8	ACVR_1A2A receptor_BMP6	complex:ACVR_1A2A receptor	simple:P22004		BMP6	True	True	False	curated	False	0.033	0.0	0.0	0.0	0.029	0.028	0.0	0.0	0.033	0.0	0.0	0.0	0.029	0.028	0.0	0.0	0.011	0.0	0.0	0.0	0.007	0.006	0.0	0.0	0.008	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.035	0.0	0.0	0.0	0.031	0.03	0.0	0.0	0.054	0.0	0.0	0.0	0.05	0.049	0.0	0.0	0.011	0.0	0.0	0.0	0.007	0.006	0.0	0.0	0.014	0.0	0.0	0.0	0.01	0.009	0.0	0.0
CPI-CS02AEFFE28	ACVR_1A2B receptor_BMP6	complex:ACVR_1A2B receptor	simple:P22004		BMP6	True	True	False	curated	False	0.03	0.0	0.0	0.0	0.026	0.025	0.0	0.0	0.025	0.0	0.0	0.0	0.021	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.008	0.007	0.0	0.0	0.008	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.008	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.034	0.0	0.0	0.0	0.03	0.029	0.0	0.0	0.038	0.0	0.0	0.0	0.034	0.033	0.0	0.0
CPI-CS0F6CFB979	BMPR1A_BMPR2_BMP6	complex:BMPR1A_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.019	0.0	0.0	0.0	0.015	0.014	0.0	0.0	0.021	0.0	0.0	0.0	0.017	0.016	0.0	0.0	0.028	0.0	0.0	0.0	0.024	0.023	0.0	0.0	0.014	0.0	0.0	0.0	0.01	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.01	0.009	0.0	0.0
CPI-CS0EF793D6A	BMPR1B_BMPR2_BMP6	complex:BMPR1B_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		BMP6	True	True	False	curated	False	0.019	0.0	0.0	0.0	0.015	0.014	0.0	0.0	0.021	0.0	0.0	0.0	0.017	0.016	0.0	0.0	0.011	0.0	0.0	0.0	0.007	0.006	0.0	0.0	0.008	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.01	0.009	0.0	0.0
CPI-CS076E1A639	BMR1A_AVR2B_BMP6	complex:BMR1A_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	0.019	0.0	0.0	0.0	0.015	0.014	0.0	0.0	0.021	0.0	0.0	0.0	0.017	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.008	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.01	0.009	0.0	0.0
CPI-CS0921BB754	BMR1B_AVR2A_BMP6	complex:BMR1B_AVR2A	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0C0D60519	BMR1B_AVR2B_BMP6	complex:BMR1B_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC045C36F28	ACVR_1A2A receptor_Activin ligand ab	complex:ACVR_1A2A receptor	complex:Activin ligand ab			True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC09863F59B	ACVR_1A2B receptor_Activin ligand ab	complex:ACVR_1A2B receptor	complex:Activin ligand ab			True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0104F2A96	ACVR_1B2A receptor_Activin ligand ab	complex:ACVR_1B2A receptor	complex:Activin ligand ab			True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
